amenity,lat,lon,name,category,amnt_id,neighbourhood
fast_food,49.283634185791016,-123.11302947998047,Koala Kebabs,Food,1012,Central Business District
fast_food,49.28370666503906,-123.11312103271484,Cham Mani,Food,1013,Central Business District
restaurant,49.28418731689453,-123.11392211914062,Caveman Cafe,Food,1014,Central Business District
fast_food,49.28373718261719,-123.11316680908203,Sushi Spin Roll,Food,1015,Central Business District
fast_food,49.283817291259766,-123.11328125,Fresh Slice,Food,1016,Central Business District
restaurant,49.28404235839844,-123.12216186523438,Salam Bombay,Food,1017,West End
restaurant,49.283843994140625,-123.1053695678711,The Old Spaghetti Factory,Food,1018,Central Business District
bank,49.24724197387695,-123.18540954589844,BMO Bank of Montreal,Business,1019,Dunbar-Southlands
restaurant,49.269657135009766,-123.1029052734375,Tractor,Food,1020,Mount Pleasant
cafe,49.2693977355957,-123.10295867919922,Starbucks,Food,1021,Mount Pleasant
pub,49.26943588256836,-123.10352325439453,Brewhall,Nightlife,1022,Mount Pleasant
ice_cream,49.26990509033203,-123.10309600830078,Mario's Gelato,Food,1023,Mount Pleasant
car_sharing,49.27873611450195,-123.1338119506836,Zipcar,Transportation,1024,West End
cafe,49.26194381713867,-123.10319519042969,The Federal Store,Food,1025,Mount Pleasant
clock,49.264137268066406,-123.10091400146484,Mount Pleasant Clock,Attraction,1026,Mount Pleasant
restaurant,49.268123626708984,-123.10169982910156,Nuba,Food,1027,Mount Pleasant
bicycle_rental,49.26762008666992,-123.1277084350586,South False Creek Seawall,Transportation,1028,Fairview
science,49.24723434448242,-123.22942352294922,500MeV Cyclotron,Business,1029,West Point Grey
workshop,49.247135162353516,-123.22843933105469,Detector Facility,Business,1030,West Point Grey
science,49.24733352661133,-123.22904205322266,UCN,Business,1031,West Point Grey
science,49.2479248046875,-123.22950744628906,DRAGON,Business,1032,West Point Grey
science,49.24789047241211,-123.2297592163086,TITAN,Business,1033,West Point Grey
workshop,49.24626159667969,-123.22948455810547,Electronics Assembly,Business,1034,West Point Grey
workshop,49.24751281738281,-123.23045349121094,Scintillator Shop,Business,1035,West Point Grey
restaurant,49.247737884521484,-123.23065185546875,Cafeteria,Food,1036,West Point Grey
science,49.2478141784668,-123.22966003417969,GRIFFIN,Business,1037,West Point Grey
science,49.24835205078125,-123.22898864746094,TIGRESS,Business,1038,West Point Grey
theatre,49.247718811035156,-123.23027038574219,Auditorium,Attraction,1039,West Point Grey
cafe,49.279632568359375,-123.10784912109375,Blenz,Food,1040,Central Business District
pub,49.281272888183594,-123.10772705078125,The Pint,Nightlife,1041,Central Business District
cafe,49.284690856933594,-123.06529235839844,JJ Bean,Food,1042,Grandview-Woodland
restaurant,49.26478958129883,-123.22803497314453,Westward Ho,Food,1043,West Point Grey
restaurant,49.26313018798828,-123.2213363647461,Snack shack,Food,1044,West Point Grey
restaurant,49.25407409667969,-123.23593139648438,Virtuous Pie,Food,1045,West Point Grey
nightclub,49.28260803222656,-123.10579681396484,The Bourbon,Nightlife,1046,Central Business District
restaurant,49.242042541503906,-123.10112762451172,Haiyi Seafood Restaurant,Food,1047,Riley Park
cafe,49.27774429321289,-123.09808349609375,Harvest Community Foods,Food,1048,Strathcona
restaurant,49.28028106689453,-123.10124969482422,New Town Bakery & Restaurant,Food,1049,Central Business District
cafe,49.27143478393555,-123.1068344116211,Terra Breads,Food,1050,Mount Pleasant
cafe,49.281734466552734,-123.06385803222656,Pallet Coffee Roasters,Food,1051,Grandview-Woodland
cafe,49.28129959106445,-123.05746459960938,platform 7 Coffee,Food,1052,Grandview-Woodland
cafe,49.2850456237793,-123.09544372558594,Railtown Café,Food,1053,Strathcona
restaurant,49.28432846069336,-123.09552001953125,Belgard Kitchen,Food,1054,Strathcona
restaurant,49.284183502197266,-123.09774017333984,Ask for Luigi,Food,1055,Strathcona
cafe,49.282840728759766,-123.08968353271484,Ed’s Daily,Food,1056,Strathcona
restaurant,49.28525161743164,-123.11863708496094,Rue 909 Sushi,Food,1057,Central Business District
cafe,49.28608703613281,-123.1163330078125,Tim Hortons,Food,1058,Central Business District
pub,49.2851448059082,-123.11849212646484,Blackbird,Nightlife,1059,Central Business District
bar,49.27283477783203,-123.06974029541016,Storm Crow Tavern,Nightlife,1060,Grandview-Woodland
restaurant,49.275543212890625,-123.099609375,Bodega,Food,1061,Strathcona
cafe,49.276885986328125,-123.07543182373047,Take Five,Food,1062,Grandview-Woodland
restaurant,49.27552032470703,-123.09962463378906,Campagnolo,Food,1063,Strathcona
restaurant,49.276004791259766,-123.09962463378906,Torafuku,Food,1064,Strathcona
restaurant,49.29185485839844,-123.13461303710938,Motomachi Shokudo,Food,1065,West End
pub,49.29027557373047,-123.13175201416016,Red Accordion,Nightlife,1066,West End
fast_food,49.2822380065918,-123.10920715332031,Donair Dude,Food,1067,Central Business District
cafe,49.28322219848633,-123.11552429199219,Tim Hortons,Food,1068,Central Business District
cafe,49.282989501953125,-123.11565399169922,Starbucks,Food,1069,Central Business District
fast_food,49.27666473388672,-123.127197265625,Subway,Food,1070,Central Business District
bar,49.27690124511719,-123.1268539428711,The Morrissey,Nightlife,1071,Central Business District
restaurant,49.28010177612305,-123.11811828613281,Bentoya,Food,1072,Central Business District
university,49.28240203857422,-123.10855102539062,Simon Fraser University,Attraction,1073,Central Business District
fast_food,49.28237533569336,-123.10848236083984,Subway,Food,1074,Central Business District
restaurant,49.28092956542969,-123.12461853027344,Shizen Ya,Food,1075,Central Business District
restaurant,49.26222610473633,-123.04476165771484,Basil Garden Pho,Food,1076,Hastings-Sunrise
restaurant,49.28745651245117,-123.12893676757812,Ramen Danbo,Food,1077,West End
restaurant,49.26823806762695,-123.18600463867188,Yuji's from Japan,Food,1078,West Point Grey
restaurant,49.282676696777344,-123.1060791015625,Tuc Craft Kitchen,Food,1079,Central Business District
restaurant,49.28791809082031,-123.14043426513672,Zeitoon,Food,1080,West End
pub,49.28556823730469,-123.11656188964844,Moose's Down Under,Nightlife,1081,Central Business District
restaurant,49.25603103637695,-123.11488342285156,Dutch Wooden Shoe Cafe,Food,1082,Riley Park
restaurant,49.27924728393555,-123.11685943603516,Ebi-Ten,Food,1083,Central Business District
fast_food,49.281341552734375,-123.13294219970703,Yummy Pizza,Food,1084,West End
bar,49.28142547607422,-123.13306427001953,The Capital,Nightlife,1085,West End
fast_food,49.28061294555664,-123.1318359375,Los Amigos Taqueria,Food,1086,West End
fast_food,49.28057098388672,-123.13176727294922,Megabite Pizza,Food,1087,West End
internet_cafe,49.28047561645508,-123.1316146850586,Vista Digital,Leisure,1088,West End
fast_food,49.281368255615234,-123.13299560546875,Donair Dude,Food,1089,West End
restaurant,49.24956512451172,-123.10124969482422,The Acorn,Food,1090,Riley Park
restaurant,49.24991989135742,-123.10124206542969,The Arbor,Food,1091,Riley Park
bar,49.25068283081055,-123.10120391845703,Portland Craft,Nightlife,1092,Riley Park
bicycle_rental,49.259254455566406,-123.12008666992188,Heather & 14th,Transportation,1093,Fairview
cafe,49.26979064941406,-123.25872802734375,Cafe MOA,Food,1094,West Point Grey
events_venue,49.209510803222656,-123.08448791503906,South Hall Banquet and Wedding Palace,Nightlife,1095,Sunset
pub,49.270259857177734,-123.1340560913086,Off the tracks bar & bistro,Nightlife,1096,Fairview
bicycle_rental,49.283226013183594,-123.13702392578125,Broughton & Burnaby,Transportation,1097,West End
bicycle_rental,49.27629470825195,-123.10653686523438,Carrall & Seawall,Transportation,1098,Central Business District
car_sharing,49.26240158081055,-123.12742614746094,Zipcar,Transportation,1099,Fairview
car_sharing,49.28181838989258,-123.11550903320312,Zipcar,Transportation,1100,Central Business District
restaurant,49.24863815307617,-123.100830078125,Helen's Grill,Food,1101,Riley Park
restaurant,49.276649475097656,-123.12567138671875,Manoush’eh,Food,1102,Central Business District
cafe,49.26371765136719,-123.10870361328125,Milano Cafe,Food,1103,Mount Pleasant
pub,49.28371047973633,-123.10623931884766,The Lamplighter Public House,Nightlife,1104,Central Business District
restaurant,49.29966735839844,-123.13385009765625,Stanley's Bar and Grill,Food,1105,Stanley Park
cafe,49.26563262939453,-123.11505889892578,Porto Café,Food,1106,Fairview
cafe,49.24854278564453,-123.12663269042969,Starbucks,Food,1107,South Cambie
restaurant,49.24861145019531,-123.12525177001953,Mandarin Hong Kong Cafe,Food,1108,South Cambie
restaurant,49.2485237121582,-123.12548065185547,Kim Express,Food,1109,South Cambie
restaurant,49.2485237121582,-123.12553405761719,City 1 cafe,Food,1110,South Cambie
fast_food,49.287376403808594,-123.14141845703125,Boaguette Vietnamese Bistro,Food,1111,West End
place_of_worship,49.246551513671875,-123.1270980834961,Congregation Beth Israel,Attraction,1112,South Cambie
restaurant,49.246585845947266,-123.10102844238281,Chickpea Restaurant,Food,1113,Riley Park
restaurant,49.28615951538086,-123.12420654296875,The Keg Steakhouse + Bar Alberni Street,Food,1114,Central Business District
restaurant,49.28908157348633,-123.13262939453125,Kosoo,Food,1115,West End
cafe,49.268123626708984,-123.1656494140625,The Only Cafe,Food,1116,Kitsilano
restaurant,49.2784423828125,-123.11432647705078,Black Rice Izakaya,Food,1117,Central Business District
pub,49.28694152832031,-123.11483764648438,Lions Pub,Nightlife,1118,Central Business District
bank,49.290061950683594,-123.13786315917969,RBC,Business,1119,West End
cafe,49.281494140625,-123.0984115600586,Ovaltine Cafe,Food,1120,Strathcona
restaurant,49.282318115234375,-123.12395477294922,Sala Thai,Food,1121,Central Business District
cafe,49.2865104675293,-123.12589263916016,JJ Bean,Food,1122,West End
restaurant,49.281394958496094,-123.13370513916016,Sushi Bar Maumi,Food,1123,West End
restaurant,49.28487777709961,-123.12466430664062,Joe Fortes,Food,1124,West End
cafe,49.28566360473633,-123.12728118896484,Breka Bakery & Café,Food,1125,West End
marketplace,49.28681182861328,-123.12796783447266,CB2,Leisure,1126,West End
cafe,49.28681945800781,-123.12852478027344,Cafe Rico,Food,1127,West End
cafe,49.28704071044922,-123.1283187866211,Tim Hortons,Food,1128,West End
restaurant,49.285709381103516,-123.12699127197266,Blossom Dim Sum & Grill,Food,1129,West End
restaurant,49.28296661376953,-123.1105728149414,La Taqueria,Food,1130,Central Business District
restaurant,49.25415802001953,-123.11500549316406,Sushi 7 Japanese Bar & Grill,Food,1131,Riley Park
restaurant,49.25426483154297,-123.11500549316406,Soho Tea Room,Food,1132,Riley Park
bar,49.25435256958008,-123.114990234375,Kino Cafe Flamenco Tapas Bar,Nightlife,1133,Riley Park
cinema,49.25447082519531,-123.114990234375,The Park Theatre,Leisure,1134,Riley Park
pub,49.25580596923828,-123.1153793334961,Biercraft,Nightlife,1135,South Cambie
restaurant,49.26029968261719,-123.07001495361328,Jamaican Pizza Jerk,Food,1136,Kensington-Cedar Cottage
restaurant,49.25988006591797,-123.07003021240234,Varadero Cafe,Food,1137,Kensington-Cedar Cottage
pub,49.305667877197266,-123.03477478027344,Wildeye Tasting Room,Nightlife,1138,Hastings-Sunrise
restaurant,49.25193405151367,-123.08035278320312,Kingsway Deli,Food,1139,Kensington-Cedar Cottage
restaurant,49.26833724975586,-123.06946563720703,Cannibal Café,Food,1140,Grandview-Woodland
cafe,49.282100677490234,-123.1045150756836,East Van Roasters,Food,1141,Central Business District
restaurant,49.28095626831055,-123.06123352050781,Vietnam House,Food,1142,Grandview-Woodland
restaurant,49.28508377075195,-123.12592315673828,Zefferelli's Spaghetti Joint,Food,1143,West End
cafe,49.28856658935547,-123.11771392822266,Starbucks,Food,1144,Central Business District
restaurant,49.28055191040039,-123.10204315185547,Bestie,Food,1145,Central Business District
cafe,49.281028747558594,-123.11865234375,Blenz Coffee,Food,1146,Central Business District
restaurant,49.28043746948242,-123.11810302734375,Tractor,Food,1147,Central Business District
restaurant,49.232872009277344,-123.06572723388672,Kokoro Ramen,Food,1148,Victoria-Fraserview
cafe,49.23870086669922,-123.05091857910156,Xing Fu Tang,Food,1149,Renfrew-Collingwood
bicycle_rental,49.265350341796875,-123.14579010009766,Burrard & 7th,Transportation,1150,Kitsilano
bicycle_rental,49.26676559448242,-123.14115142822266,Arbutus & Fir,Transportation,1151,Fairview
cafe,49.25933837890625,-123.04459381103516,Tim Hortons,Food,1152,Renfrew-Collingwood
fast_food,49.277503967285156,-123.22274017333984,Spanish Banks West Concession,Food,1153,West Point Grey
fast_food,49.26847457885742,-123.18596649169922,A&W,Food,1154,West Point Grey
cafe,49.26848220825195,-123.18675994873047,Breka Bakery & Café,Food,1155,West Point Grey
restaurant,49.268470764160156,-123.18531799316406,Irori Sushi,Food,1156,Kitsilano
restaurant,49.26844024658203,-123.18218994140625,Double DD Pizza,Food,1157,Kitsilano
restaurant,49.26824951171875,-123.1690444946289,Linh Café,Food,1158,Kitsilano
restaurant,49.26824951171875,-123.16877746582031,Raviolino,Food,1159,Kitsilano
cafe,49.268253326416016,-123.16777801513672,Nusa Coffee,Food,1160,Kitsilano
restaurant,49.26823425292969,-123.1667709350586,Healthy Noodle House,Food,1161,Kitsilano
restaurant,49.25795364379883,-123.1678237915039,Zest Japanese Cuisine,Food,1162,Kitsilano
ice_cream,49.25796890258789,-123.16797637939453,La Glace,Food,1163,Kitsilano
restaurant,49.24877166748047,-123.18538665771484,Stong's Replenish Cafe,Food,1164,Dunbar-Southlands
restaurant,49.24836730957031,-123.18504333496094,Wild Sushi,Food,1165,Dunbar-Southlands
restaurant,49.24659729003906,-123.18540954589844,Cosy Inn Cafe,Food,1166,Dunbar-Southlands
restaurant,49.24629592895508,-123.18539428710938,The Dunbar Public House,Food,1167,Dunbar-Southlands
theatre,49.24557876586914,-123.1854476928711,Dunbar Theatre,Attraction,1168,Dunbar-Southlands
restaurant,49.2454948425293,-123.1854476928711,The Cheshire Cheese Inn,Food,1169,Dunbar-Southlands
cafe,49.246498107910156,-123.18540954589844,Starbucks,Food,1170,Dunbar-Southlands
restaurant,49.24665451049805,-123.18486785888672,Riya's Pizza,Food,1171,Dunbar-Southlands
restaurant,49.24699020385742,-123.18506622314453,Sushi Inn,Food,1172,Dunbar-Southlands
restaurant,49.24690628051758,-123.18506622314453,Mexicali,Food,1173,Dunbar-Southlands
cafe,49.270057678222656,-123.10303497314453,Amato Gelato & Cafè,Food,1174,Mount Pleasant
cafe,49.23455047607422,-123.0362548828125,COCO Fresh Tea & Juice,Food,1175,Renfrew-Collingwood
restaurant,49.2664794921875,-123.138671875,Cheesecake etc.,Food,1176,Fairview
restaurant,49.31220245361328,-123.0789566040039,Buddha-full,Food,1177,Strathcona
restaurant,49.23495864868164,-123.03718566894531,Jambo Grill,Food,1178,Renfrew-Collingwood
restaurant,49.29130172729492,-123.13489532470703,Saku,Food,1179,West End
restaurant,49.28620147705078,-123.12649536132812,Damso,Food,1180,West End
restaurant,49.27862548828125,-123.11601257324219,Original Joe's,Food,1181,Central Business District
restaurant,49.27860641479492,-123.11685943603516,Patisserie Fur Elise,Food,1182,Central Business District
fast_food,49.27850341796875,-123.11563110351562,Subway,Food,1183,Central Business District
fast_food,49.27859878540039,-123.11580657958984,Russet Shack,Food,1184,Central Business District
cafe,49.27863693237305,-123.11590576171875,Jenjudan,Food,1185,Central Business District
restaurant,49.31302261352539,-123.07714080810547,Table153,Food,1186,Grandview-Woodland
fast_food,49.313140869140625,-123.07682037353516,Subway,Food,1187,Grandview-Woodland
cafe,49.282989501953125,-123.09591674804688,HAVE cafe,Food,1188,Strathcona
bicycle_rental,49.25886535644531,-123.14351654052734,Pine & 14th,Transportation,1189,Fairview
bicycle_rental,49.26293182373047,-123.14334869384766,Pine & 10th,Transportation,1190,Fairview
bicycle_rental,49.281436920166016,-123.13985443115234,Sunset Beach West,Transportation,1191,West End
bicycle_rental,49.26828384399414,-123.10254669189453,3rd & Quebec,Transportation,1192,Mount Pleasant
